Wind,Power
3.120347222,0.462979167
3.130694444,0.828041667
3.171944444,0.3168125
3.210763889,0.5851875
3.230138889,1.303041667
3.253888889,0.4905625
3.280555556,0.448104167
1.550138889,0.000145833
3.299513889,0.863770833
3.308611111,0.786708333
3.349583333,1.2425625
3.36125,0.947354167
3.38625,0.648583333
3.453611111,1.020479167
3.474097222,0.9190625
3.474791667,1.445083333
3.482708333,1.114166667
3.545138889,1.320958333
1.563611111,0
3.603680556,2.6239375
3.613888889,1.475520833
3.643541667,1.373291667
3.652916667,1.01575
3.657291667,0.912875
3.667430556,0.712666667
3.669236111,1.0626875
3.696458333,1.328791667
3.697083333,1.718979167
3.718472222,1.091875
1.60625,0
3.836944444,1.002645833
3.838958333,1.352541667
3.850833333,1.3155
3.8525,0.675291667
3.863611111,1.577979167
3.873611111,4.181291667
3.916319444,1.2563125
3.987986111,1.4145625
4.019791667,1.405
4.078680556,1.2713125
1.680138889,0.052520833
4.217847222,3.181833333
4.229375,1.3531875
4.235347222,2.470666667
4.292430556,2.853791667
4.324166667,3.857166667
4.394097222,1.638833333
4.419930556,1.960583333
4.458194444,1.657208333
4.4825,1.766604167
4.545763889,2.4241875
